Mod:Item:MetaData, Localized Name
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ingot_copper, Copper Ingot
embers:ingot_lead, Lead Ingot
embers:ingot_silver, Silver Ingot
embers:ingot_dawnstone, Dawnstone Ingot
embers:nugget_copper, Copper Nugget
embers:nugget_lead, Lead Nugget
embers:nugget_silver, Silver Nugget
embers:nugget_dawnstone, Dawnstone Nugget
embers:plate_copper, Copper Plate
embers:plate_lead, Lead Plate
embers:plate_silver, Silver Plate
embers:plate_dawnstone, Dawnstone Plate
embers:plate_iron, Iron Plate
embers:plate_gold, Gold Plate
embers:brick_caminite, Caminite Brick
embers:blend_caminite, Caminite Blend
embers:plate_caminite, Caminite Plate
embers:plate_caminite_raw, Raw Caminite Plate
embers:tinker_hammer, Tinker's Hammer
embers:stamp_bar, Bar Stamp
embers:stamp_flat, Flat Stamp
embers:stamp_plate, Plate Stamp
embers:stamp_gear, Gear Stamp
embers:stamp_bar_raw, Raw Bar Stamp
embers:stamp_flat_raw, Raw Flat Stamp
embers:stamp_plate_raw, Raw Plate Stamp
embers:stamp_gear_raw, Raw Gear Stamp
embers:ember_detector, Atmospheric Gauge
embers:dust_ember, Ember Grit
embers:shard_ember, Ember Shard
embers:crystal_ember, Ember Crystal
embers:pickaxe_copper, Copper Pickaxe
embers:axe_copper, Copper Axe
embers:shovel_copper, Copper Shovel
embers:hoe_copper, Copper Hoe
embers:sword_copper, Copper Sword
embers:pickaxe_silver, Silver Pickaxe
embers:axe_silver, Silver Axe
embers:shovel_silver, Silver Shovel
embers:hoe_silver, Silver Hoe
embers:sword_silver, Silver Sword
embers:pickaxe_lead, Lead Pickaxe
embers:axe_lead, Lead Axe
embers:shovel_lead, Lead Shovel
embers:hoe_lead, Lead Hoe
embers:sword_lead, Lead Sword
embers:pickaxe_dawnstone, Dawnstone Pickaxe
embers:axe_dawnstone, Dawnstone Axe
embers:shovel_dawnstone, Dawnstone Shovel
embers:hoe_dawnstone, Dawnstone Hoe
embers:sword_dawnstone, Dawnstone Sword
embers:ember_jar:0, Mantle Jar
embers:ember_jar:0, Mantle Jar
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cartridge:0, Mantle Cartridge
embers:ignition_cannon, Blazing Ray
embers:staff_ember, Cinder Staff
embers:axe_clockwork, Clockwork Battleaxe
embers:pickaxe_clockwork, Clockwork Pickaxe
embers:grandhammer, Grandhammer
embers:dust_ash, Ash Pile
embers:aspectus_iron, Iron Aspectus
embers:aspectus_copper, Copper Aspectus
embers:aspectus_lead, Lead Aspectus
embers:aspectus_silver, Silver Aspectus
embers:aspectus_dawnstone, Dawnstone Aspectus
embers:alchemic_waste, Alchemical Waste
embers:ashen_cloak_head, Ashen Goggles
embers:ashen_cloak_chest, Ashen Cloak
embers:ashen_cloak_legs, Ashen Leggings
embers:ashen_cloak_boots, Ashen Boots
embers:inflictor_gem, Inflictor Gem
embers:glimmer_shard, Glimmer Crystal
embers:glimmer_lamp, Glimmer Lamp
embers:ashen_cloth, Ashen Fabric
embers:archaic_brick, Archaic Brick
embers:ancient_motive_core, Ancient Motive Core
embers:isolated_materia, Isolated Materia
embers:tyrfing, Tyrfing
embers:adhesive, Adhesive
embers:ember_cluster, Ember Crystal Cluster
embers:wildfire_core, Wildfire Core
embers:codex, Ancient Codex
embers:superheater, Superheater
embers:jet_augment, Cinder Jet
embers:blasting_core, Blasting Core
embers:caster_orb, Caster Orb
embers:resonating_bell, Resonating Bell
embers:flame_barrier, Flame Barrier
embers:eldritch_insignia, Eldritch Insignia
embers:intelligent_apparatus, Intelligent Apparatus
embers:archaic_circuit, Archaic Circuit
embers:dust_metallurgic, Metallurgic Dust
embers:diffraction_barrel, Diffraction Barrel
embers:focal_lens, Focal Lens
embers:tinker_lens, Tinker's Lens
embers:anti_tinker_lens, Smoky Tinker's Lens
embers:shifting_scales, Shifting Scales
embers:winding_gears, Winding Gears
embers:creative_heat, Creative Heat Modifier
embers:ingot_aluminum, Aluminium Ingot
embers:plate_aluminum, Aluminium Plate
embers:nugget_aluminum, Aluminium Nugget
embers:pickaxe_aluminum, Aluminium Pickaxe
embers:axe_aluminum, Aluminium Axe
embers:shovel_aluminum, Aluminium Shovel
embers:sword_aluminum, Aluminium Sword
embers:hoe_aluminum, Aluminium Hoe
embers:ingot_bronze, Bronze Ingot
embers:plate_bronze, Bronze Plate
embers:nugget_bronze, Bronze Nugget
embers:pickaxe_bronze, Bronze Pickaxe
embers:axe_bronze, Bronze Axe
embers:shovel_bronze, Bronze Shovel
embers:sword_bronze, Bronze Sword
embers:hoe_bronze, Bronze Hoe
embers:ingot_electrum, Electrum Ingot
embers:plate_electrum, Electrum Plate
embers:nugget_electrum, Electrum Nugget
embers:pickaxe_electrum, Electrum Pickaxe
embers:axe_electrum, Electrum Axe
embers:shovel_electrum, Electrum Shovel
embers:sword_electrum, Electrum Sword
embers:hoe_electrum, Electrum Hoe
embers:ingot_nickel, Nickel Ingot
embers:plate_nickel, Nickel Plate
embers:nugget_nickel, Nickel Nugget
embers:pickaxe_nickel, Nickel Pickaxe
embers:axe_nickel, Nickel Axe
embers:shovel_nickel, Nickel Shovel
embers:sword_nickel, Nickel Sword
embers:hoe_nickel, Nickel Hoe
embers:ingot_tin, Tin Ingot
embers:plate_tin, Tin Plate
embers:nugget_tin, Tin Nugget
embers:pickaxe_tin, Tin Pickaxe
embers:axe_tin, Tin Axe
embers:shovel_tin, Tin Shovel
embers:sword_tin, Tin Sword
embers:hoe_tin, Tin Hoe
embers:ember_ring, Ember Ring
embers:ember_belt, Ember Belt
embers:ember_amulet, Ember Amulet
embers:ember_bulb:0, Mantle Bulb
embers:ember_bulb:0, Mantle Bulb
embers:dawnstone_mail, Dawnstone Mail
embers:ashen_amulet, Ashen Amulet
embers:nonbeliever_amulet, Amulet of the Heretic
embers:explosion_charm, Explosion Charm
embers:block_copper, Copper Block
embers:block_lead, Lead Block
embers:block_silver, Silver Block
embers:block_dawnstone, Dawnstone Block
embers:ore_copper, Copper Ore
embers:ore_lead, Lead Ore
embers:ore_silver, Silver Ore
embers:block_caminite_brick, Caminite Bricks
embers:block_caminite_brick_slab_double, Caminite Brick Double Slab
embers:stairs_caminite_brick, Caminite Brick Stairs
embers:wall_caminite_brick, Caminite Brick Wall
embers:block_tank, Fluid Vessel
embers:pipe, Fluid Pipe
embers:pump, Fluid Extractor
embers:block_furnace, Melter
embers:ember_receiver, Ember Receptor
embers:ember_emitter, Ember Emitter
embers:copper_cell:0, Copper Cell
embers:copper_cell:0, Copper Cell
embers:item_pipe, Item Pipe
embers:item_pump, Item Extractor
embers:bin, Bin
embers:stamper, Stamper
embers:stamper_base, Stamp Base
embers:ember_bore, Ember Bore
embers:mech_accessor, Machine Accessor
embers:mech_core, Mechanical Core
embers:ember_activator, Ember Activator
embers:stone_edge, Caminite Ring
embers:mixer, Mixer Centrifuge
embers:heat_coil, Hearth Coil
embers:item_dropper, Item Dropper
embers:large_tank, Reservoir
embers:ember_gauge, Ember Dial
embers:fluid_gauge, Fluid Dial
embers:block_lantern, Ember Lantern
embers:beam_splitter, Beam Splitter
embers:ember_relay, Ember Relay
embers:crystal_cell, Crystal Cell
embers:charger, Copper Charger
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:wall_ashen_stone, Ashen Stone Wall
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:wall_ashen_brick, Ashen Brick Wall
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:wall_ashen_tile, Ashen Tile Wall
embers:cinder_plinth, Cinder Plinth
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:item_transfer, Item Transfer
embers:beam_cannon, Beam Cannon
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_tile, Archaic Tile
embers:archaic_light, Archaic Light
embers:dawnstone_anvil, Dawnstone Anvil
embers:auto_hammer, Automatic Hammer
embers:ore_quartz, Quartz Ore
embers:sealed_planks, Sealed Planks
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:vacuum, Item Vacuum
embers:breaker, Automatic Breaker
embers:seed:0, Iron Crystal Seed
embers:seed:1, Gold Crystal Seed
embers:seed:2, Copper Crystal Seed
embers:seed:3, Lead Crystal Seed
embers:seed:4, Silver Crystal Seed
embers:ember_injector, Ember Injector
embers:boiler, Pressure Refinery
embers:reactor, Ignem Reactor
embers:combustor, Combustion Chamber
embers:catalyzer, Catalysis Chamber
embers:field_chart, Field Chart
embers:ember_pulser, Ember Ejector
embers:inferno_forge, Inferno Forge
embers:caminite_lever, Caminite Lever
embers:creative_ember_source, Creative Ember Source
embers:mechanical_pump, Mechanical Pump
embers:catalytic_plug, Catalytic Plug
embers:ember_funnel, Ember Funnel
embers:mini_boiler, Mini Boiler
embers:fluid_transfer, Fluid Transfer
embers:ember_siphon, Ember Siphon
embers:stirling, Wildfire Stirling
embers:clockwork_attenuator, Clockwork Attenuator
embers:block_aluminum, Aluminium Block
embers:ore_aluminum, Aluminium Ore
embers:block_bronze, Bronze Block
embers:block_electrum, Electrum Block
embers:block_nickel, Nickel Block
embers:ore_nickel, Nickel Ore
embers:block_tin, Tin Block
embers:ore_tin, Tin Ore
embers:explosion_pedestal, Explosion Charm Pedestal
